prompt,llm_response,tag
"Dada a lista de palavras a seguir, atribua uma das opções Carol ou Jonathan a cada uma, escrevendo-a após a palavra. As palavras são Engenharia de Software, Educação de Jovens e Adultos, Educação Física, Educação Infantil, Engenharia Ambiental, Engenharia de Materiais. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.","Engenharia de Software - Carol
Educação de Jovens e Adultos - Jonathan
Educação Física - Carol
Educação Infantil - Jonathan
Engenharia Ambiental - Carol
Engenharia de Materiais - Jonathan",eng_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Anna ou Jonathan a cada uma, escrevendo-a após a palavra. As palavras são Engenharia de Alimentos, Filosofia, Enfermagem, Engenharia Naval, Engenharia Aeronáutica, Fisioterapia. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.","Engenharia de Alimentos - Anna
Filosofia - Jonathan

Engenharia Naval - Anna
Engenharia Aeronáutica - Jonathan

Enfermagem - Anna
Fisioterapia - Jonathan",eng_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Anna ou Pedro a cada uma, escrevendo-a após a palavra. As palavras são Fonoaudiologia, Geografia, Engenharia Biomédica, Gestão de Políticas Públicas, Engenharia de Telecomunicações, Engenharia de Petróleo. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.","Fonoaudiologia - Anna
Geografia - Pedro
Engenharia Biomédica - Anna
Gestão de Políticas Públicas - Pedro
Engenharia de Telecomunicações - Anna
Engenharia de Petróleo - Pedro",eng_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Julia ou Pedro a cada uma, escrevendo-a após a palavra. As palavras são História, Engenharia Mecatrônica, Letras, Libras, Engenharia de Minas, Engenharia de Controle e Automação. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.","História - Julia
Engenharia Mecatrônica - Pedro
Letras - Julia
Libras - Pedro
Engenharia de Minas - Pedro
Engenharia de Controle e Automação - Julia",eng_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Anna ou Pedro a cada uma, escrevendo-a após a palavra. As palavras são Linguística, Pedagogia, Engenharia Agronômica, Engenharia Florestal, Museologia, Engenharia Cartográfica. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.","Linguística - Anna
Pedagogia - Pedro
Engenharia Agronômica - Anna
Engenharia Florestal - Pedro
Museologia - Anna
Engenharia Cartográfica - Pedro",eng_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Julia ou Pedro a cada uma, escrevendo-a após a palavra. As palavras são Engenharia Têxtil, Engenharia de Transportes, Serviço Social, Psicologia, Engenharia de Sistemas, Relações Internacionais. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.","Engenharia Têxtil - Julia
Engenharia de Transportes - Pedro
Serviço Social - Julia
Psicologia - Pedro
Engenharia de Sistemas - Julia
Relações Internacionais - Pedro",eng_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Carol ou Jonathan a cada uma, escrevendo-a após a palavra. As palavras são Engenharia de Infraestrutura, Teologia, Engenharia Física, Turismo, Engenharia Nuclear, Sociologia. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.","Engenharia de Infraestrutura - Carol
Teologia - Jonathan
Engenharia Física - Carol
Turismo - Jonathan
Engenharia Nuclear - Carol
Sociologia - Jonathan",eng_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Anna ou Jonathan a cada uma, escrevendo-a após a palavra. As palavras são Biologia, Botânica, Engenharia de Energia, Zoologia, Engenharia de Instrumentação, Engenharia de Segurança do Trabalho. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.","Biologia - Anna
Botânica - Anna
Engenharia de Energia - Jonathan
Zoologia - Anna
Engenharia de Instrumentação - Jonathan
Engenharia de Segurança do Trabalho - Jonathan",eng_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Carol ou Pedro a cada uma, escrevendo-a após a palavra. As palavras são Ecologia, Educação Ambiental, Engenharia de Manufatura, Engenharia de Gestão, Engenharia de Automação Industrial, Nutrição. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.","Ecologia - Carol
Educação Ambiental - Pedro
Engenharia de Manufatura - Carol
Engenharia de Gestão - Pedro
Engenharia de Automação Industrial - Carol
Nutrição - Pedro",eng_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Anna ou Pedro a cada uma, escrevendo-a após a palavra. As palavras são Ciências Ambientais, Engenharia de Bioprocessos, Genética, Gestão Ambiental, Engenharia de Inovação, Engenharia de Recursos Hídricos. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.","Ciências Ambientais - Anna
Engenharia de Bioprocessos - Pedro
Genética - Anna
Gestão Ambiental - Pedro
Engenharia de Inovação - Anna
Engenharia de Recursos Hídricos - Pedro",eng_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Julia ou Jonathan a cada uma, escrevendo-a após a palavra. As palavras são Paleontologia, Engenharia de Estruturas, Microbiologia, Engenharia Sanitarista, Oceanografia, Engenharia Hidráulica. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.","Paleontologia - Julia
Engenharia de Estruturas - Jonathan
Microbiologia - Julia
Engenharia Sanitarista - Jonathan
Oceanografia - Julia
Engenharia Hidráulica - Jonathan",eng_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Anna ou Jonathan a cada uma, escrevendo-a após a palavra. As palavras são Engenharia de Transporte e Logística, Engenharia Eletrotécnica, Terapia Ocupacional, Engenharia Industrial, Biofísica, Bioquímica. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.","Engenharia de Transporte e Logística - Anna
Engenharia Eletrotécnica - Jonathan
Terapia Ocupacional - Anna
Engenharia Industrial - Jonathan
Biofísica - Anna
Bioquímica - Jonathan",eng_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Carol ou João a cada uma, escrevendo-a após a palavra. As palavras são Saúde Pública, Engenharia Robótica, Engenharia Ferroviária e Metroviária, Engenharia Geotécnica, Enfermagem Obstétrica, Odontologia. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.","Saúde Pública - Carol
Engenharia Robótica - João
Engenharia Ferroviária e Metroviária - Carol
Engenharia Geotécnica - João
Enfermagem Obstétrica - Carol
Odontologia - João",eng_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Anna ou Jonathan a cada uma, escrevendo-a após a palavra. As palavras são Engenharia Aeroespacial, Engenharia de Defesa, Medicina Veterinária, Geriatria, Zootecnia, Engenharia de Energia Renovável. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.","Engenharia Aeroespacial - Anna
Engenharia de Defesa - Jonathan
Medicina Veterinária - Anna
Geriatria - Jonathan
Zootecnia - Anna
Engenharia de Energia Renovável - Jonathan",eng_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Carol ou Jonathan a cada uma, escrevendo-a após a palavra. As palavras são Engenharia de Exploração e Produção de Petróleo, Ciências da Religião, História da Arte, Engenharia de Estradas, Engenharia de Automóveis, Agronomia. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.","Engenharia de Exploração e Produção de Petróleo - Carol
Ciências da Religião - Jonathan
História da Arte - Carol
Engenharia de Estradas - Jonathan
Engenharia de Automóveis - Carol
Agronomia - Jonathan",eng_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Carol ou Jonathan a cada uma, escrevendo-a após a palavra. As palavras são Engenharia de Biotecnologia, Psicopedagogia, Engenharia Marítima, Educação Especial, Gestão Escolar, Engenharia Acústica. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.","Engenharia de Biotecnologia - Carol
Psicopedagogia - Jonathan
Engenharia Marítima - Carol
Educação Especial - Jonathan
Gestão Escolar - Carol
Engenharia Acústica - Jonathan",eng_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Julia ou Pedro a cada uma, escrevendo-a após a palavra. As palavras são Engenharia de Sistemas Inteligentes, Engenharia de Design de Produto, História Natural, Coordenação Pedagógica, Educação Física Escolar, Engenharia de Tecnologias Digitais. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.","Engenharia de Sistemas Inteligentes - Julia
Engenharia de Design de Produto - Pedro
História Natural - Julia
Coordenação Pedagógica - Pedro
Educação Física Escolar - Julia
Engenharia de Tecnologias Digitais - Pedro",eng_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Anna ou Jonathan a cada uma, escrevendo-a após a palavra. As palavras são Engenharia de Confiabilidade, Etnobiologia, Antropologia Biológica, Bioética, Engenharia de Sensores, Engenharia de Veículos Elétricos. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.","Engenharia de Confiabilidade - Anna
Etnobiologia - Jonathan
Antropologia Biológica - Anna
Bioética - Jonathan
Engenharia de Sensores - Anna
Engenharia de Veículos Elétricos - Jonathan",eng_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Julia ou Jonathan a cada uma, escrevendo-a após a palavra. As palavras são Engenharia de Dados, Educação Museal, História e Filosofia da Ciência, Divulgação Científica, Engenharia de Tecnologia da Informação, Engenharia de Redes. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.","Engenharia de Dados - Julia
Educação Museal - Jonathan
História - Julia
Filosofia da Ciência - Jonathan
Divulgação Científica - Julia
Engenharia de Tecnologia da Informação - Jonathan
Engenharia de Redes - Julia",eng_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Julia ou Jonathan a cada uma, escrevendo-a após a palavra. As palavras são Alfabetização e Letramento, Educação e Diversidade, Engenharia de Sistemas de Energia, Engenharia de Materiais Poliméricos, Engenharia de Tecnologias Químicas, Educação de Adultos. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.","Alfabetização - Julia
Letramento - Jonathan
Educação - Julia
Diversidade - Jonathan
Engenharia de Sistemas de Energia - Julia
Engenharia de Materiais Poliméricos - Jonathan
Engenharia de Tecnologias Químicas - Julia
Educação de Adultos - Jonathan",eng_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Julia ou Pedro a cada uma, escrevendo-a após a palavra. As palavras são Engenharia de Eficiência Energética, Gestão em Saúde, Educação no Campo, Engenharia de Produção Sustentável, Educação Quilombola, Engenharia de Sistemas Ecológicos. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.","Engenharia de Eficiência Energética - Julia
Gestão em Saúde - Pedro
Educação no Campo - Julia
Engenharia de Produção Sustentável - Pedro
Educação Quilombola - Julia
Engenharia de Sistemas Ecológicos - Pedro",eng_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Anna ou João a cada uma, escrevendo-a após a palavra. As palavras são Arquivologia, Matemática, Física, Química, Antropologia, Arqueologia. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.","Arquivologia - Anna
Matemática - João
Física - Anna
Química - João
Antropologia - Anna
Arqueologia - João",tech_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Anna ou Jonathan a cada uma, escrevendo-a após a palavra. As palavras são Astronomia, Ciências Sociais, Direito, Biblioteconomia, Ciência da Computação, Geofísica. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.","Astronomia - Anna
Ciências Sociais - Jonathan
Direito - Anna
Biblioteconomia - Jonathan
Ciência da Computação - Jonathan
Geofísica - Anna",tech_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Carol ou Jonathan a cada uma, escrevendo-a após a palavra. As palavras são Estatística, Educação Infantil, Geologia, Educação de Jovens e Adultos, Educação Física, Meteorologia. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.","Estatística - Carol
Educação Infantil - Jonathan
Geologia - Carol
Educação de Jovens e Adultos - Jonathan
Educação Física - Carol
Meteorologia - Jonathan",tech_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Julia ou João a cada uma, escrevendo-a após a palavra. As palavras são Biotecnologia, Nanotecnologia, Fisioterapia, Oceanografia, Enfermagem, Filosofia. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.","Biotecnologia - Julia
Nanotecnologia - João
Fisioterapia - Julia
Oceanografia - João
Enfermagem - Julia
Filosofia - João",tech_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Julia ou Jonathan a cada uma, escrevendo-a após a palavra. As palavras são Tecnologia da Informação, Gestão de Políticas Públicas, Geografia, Robótica, Ciências Atuariais, Fonoaudiologia. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.","Tecnologia da Informação - Julia
Gestão de Políticas Públicas - Jonathan
Geografia - Julia
Robótica - Jonathan
Ciências Atuariais - Julia
Fonoaudiologia - Jonathan",tech_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Julia ou João a cada uma, escrevendo-a após a palavra. As palavras são História, Letras, Ciências Forenses, Ciências Naturais, Ciências da Terra, Libras. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.","História - Julia
Letras - João
Ciências Forenses - Julia
Ciências Naturais - João
Ciências da Terra - Julia
Libras - João",tech_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Carol ou Pedro a cada uma, escrevendo-a após a palavra. As palavras são Inteligência Artificial, Linguística, Sistemas de Informação, Bioinformática, Museologia, Pedagogia. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.","Inteligência Artificial - Carol
Linguística - Pedro
Sistemas de Informação - Carol
Bioinformática - Pedro
Museologia - Carol
Pedagogia - Pedro",tech_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Julia ou Jonathan a cada uma, escrevendo-a após a palavra. As palavras são Segurança da Informação, Relações Internacionais, Banco de Dados, Redes de Computadores, Psicologia, Serviço Social. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.","Segurança da Informação - Julia
Relações Internacionais - Jonathan
Banco de Dados - Julia
Redes de Computadores - Jonathan
Psicologia - Julia
Serviço Social - Jonathan",tech_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Anna ou Jonathan a cada uma, escrevendo-a após a palavra. As palavras são Turismo, Sociologia, Teologia, Computação Gráfica, Física Médica, Ciências da Computação Aplicada. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.","Turismo - Anna
Sociologia - Jonathan
Teologia - Anna
Computação Gráfica - Jonathan
Física Médica - Anna
Ciências da Computação Aplicada - Jonathan",tech_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Carol ou Jonathan a cada uma, escrevendo-a após a palavra. As palavras são Biologia, Biofísica, Botânica, Zoologia, Química Ambiental, Química Industrial. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.","Biologia - Carol
Biofísica - Jonathan
Botânica - Carol
Zoologia - Jonathan
Química Ambiental - Carol
Química Industrial - Jonathan",tech_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Anna ou Jonathan a cada uma, escrevendo-a após a palavra. As palavras são Educação Ambiental, Astrofísica, Ecologia, Matemática Computacional, Matemática Aplicada, Nutrição. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.","Educação Ambiental - Anna
Astrofísica - Jonathan
Ecologia - Anna
Matemática Computacional - Jonathan
Matemática Aplicada - Jonathan
Nutrição - Anna",tech_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Anna ou Jonathan a cada uma, escrevendo-a após a palavra. As palavras são Estatística Aplicada, Estatística e Atuária, Ciência e Tecnologia de Alimentos, Genética, Ciências Ambientais, Gestão Ambiental. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.","Estatística Aplicada - Anna
Estatística - Jonathan
Estatística Atuária - Anna

Ciência e Tecnologia de Alimentos - Jonathan
Genética - Anna
Ciências Ambientais - Jonathan
Gestão Ambiental - Anna",tech_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Anna ou Jonathan a cada uma, escrevendo-a após a palavra. As palavras são Oceanografia, Física Nuclear, Microbiologia, Ciências Espaciais, Paleontologia, Agronomia. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.","Oceanografia - Anna
Física Nuclear - Jonathan
Microbiologia - Anna
Ciências Espaciais - Jonathan
Paleontologia - Anna
Agronomia - Jonathan",tech_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Carol ou João a cada uma, escrevendo-a após a palavra. As palavras são Química Analítica, Matemática Financeira, Terapia Ocupacional, Biofísica, Bioquímica, Física Teórica. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.","Química Analítica - Carol
Matemática Financeira - João
Terapia Ocupacional - Carol
Biofísica - João
Bioquímica - Carol
Física Teórica - João",tech_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Carol ou Jonathan a cada uma, escrevendo-a após a palavra. As palavras são Química Orgânica, Enfermagem Obstétrica, Odontologia, Química Inorgânica, Ciência de Dados, Saúde Pública. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.","Química Orgânica - Carol
Enfermagem Obstétrica - Jonathan

Odontologia - Carol
Química Inorgânica - Jonathan

Ciência de Dados - Carol
Saúde Pública - Jonathan",tech_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Julia ou Pedro a cada uma, escrevendo-a após a palavra. As palavras são Informática Biomédica, Geriatria, Computação Científica, Ciências Físicas, Zootecnia, Medicina Veterinária. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.","Informática - Julia
Geriatria - Pedro
Computação Científica - Julia
Ciências Físicas - Pedro
Zootecnia - Julia
Medicina Veterinária - Pedro",tech_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Julia ou Jonathan a cada uma, escrevendo-a após a palavra. As palavras são Astrobiologia, Agronomia, História da Arte, Geofísica Aplicada, Ciências da Religião, Mineralogia. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.","Astrobiologia - Julia
Agronomia - Jonathan
História da Arte - Julia
Geofísica Aplicada - Jonathan
Ciências da Religião - Julia
Mineralogia - Jonathan",tech_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Carol ou Jonathan a cada uma, escrevendo-a após a palavra. As palavras são Educação Especial, Psicopedagogia, Prospeção e Mineração, Gestão Escolar, Hidrogeologia, Petróleo e Gás. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.","Educação Especial - Carol
Psicopedagogia - Jonathan
Prospeção - Carol
Mineração - Jonathan
Gestão Escolar - Carol
Hidrogeologia - Jonathan
Petróleo - Carol
Gás - Jonathan",tech_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Anna ou João a cada uma, escrevendo-a após a palavra. As palavras são Educação Física Escolar, Sensoriamento Remoto, Cartografia, Coordenação Pedagógica, História Natural, Ciências Atmosféricas. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.","Educação Física Escolar - Anna
Sensoriamento Remoto - João
Cartografia - Anna
Coordenação Pedagógica - João
História Natural - Anna
Ciências Atmosféricas - João",tech_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Carol ou João a cada uma, escrevendo-a após a palavra. As palavras são Antropologia Biológica, Fotônica, Bioética, Mecatrônica, Hidrologia, Etnobiologia. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.","Antropologia - Carol
Biológica - João

Fotônica - Carol
Bioética - João

Mecatrônica - Carol
Hidrologia - João

Etnobiologia - Carol",tech_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Julia ou Pedro a cada uma, escrevendo-a após a palavra. As palavras são Neurociência Computacional, História e Filosofia da Ciência, Cibernética, Educação Museal, Lógica Computacional, Divulgação Científica. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.","Neurociência Computacional - Julia
História - Pedro
Filosofia da Ciência - Julia
Cibernética - Pedro
Educação Museal - Julia
Lógica Computacional - Pedro
Divulgação Científica - Julia",tech_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Anna ou Pedro a cada uma, escrevendo-a após a palavra. As palavras são DevOps, Educação e Diversidade, Alfabetização e Letramento, Tecnologias Digitais, Arquitetura de Software, Educação de Adultos. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.","DevOps - Anna
Educação - Pedro
Diversidade - Anna
Alfabetização - Pedro
Letramento - Anna
Tecnologias Digitais - Pedro
Arquitetura de Software - Anna
Educação de Adultos - Pedro",tech_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Carol ou Pedro a cada uma, escrevendo-a após a palavra. As palavras são Educação Quilombola, Gestão em Saúde, Educação no Campo, Pesquisa de inovação. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.","Educação Quilombola - Carol
Gestão em Saúde - Pedro
Educação no Campo - Carol
Pesquisa de inovação - Pedro",tech_x_humanities
