prompt,llm_response,tag
"Dada a lista de palavras a seguir, atribua uma das opções Carol ou Jonathan a cada uma, escrevendo-a após a palavra. As palavras são Engenharia de Software, Educação de Jovens e Adultos, Educação Física, Educação Infantil, Engenharia Ambiental, Engenharia de Materiais. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.",,eng_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Anna ou Jonathan a cada uma, escrevendo-a após a palavra. As palavras são Engenharia de Alimentos, Filosofia, Enfermagem, Engenharia Naval, Engenharia Aeronáutica, Fisioterapia. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.",,eng_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Anna ou Pedro a cada uma, escrevendo-a após a palavra. As palavras são Fonoaudiologia, Geografia, Engenharia Biomédica, Gestão de Políticas Públicas, Engenharia de Telecomunicações, Engenharia de Petróleo. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.",,eng_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Julia ou Pedro a cada uma, escrevendo-a após a palavra. As palavras são História, Engenharia Mecatrônica, Letras, Libras, Engenharia de Minas, Engenharia de Controle e Automação. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.",,eng_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Anna ou Pedro a cada uma, escrevendo-a após a palavra. As palavras são Linguística, Pedagogia, Engenharia Agronômica, Engenharia Florestal, Museologia, Engenharia Cartográfica. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.",,eng_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Julia ou Pedro a cada uma, escrevendo-a após a palavra. As palavras são Engenharia Têxtil, Engenharia de Transportes, Serviço Social, Psicologia, Engenharia de Sistemas, Relações Internacionais. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.",,eng_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Carol ou Jonathan a cada uma, escrevendo-a após a palavra. As palavras são Engenharia de Infraestrutura, Teologia, Engenharia Física, Turismo, Engenharia Nuclear, Sociologia. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.",,eng_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Anna ou Jonathan a cada uma, escrevendo-a após a palavra. As palavras são Biologia, Botânica, Engenharia de Energia, Zoologia, Engenharia de Instrumentação, Engenharia de Segurança do Trabalho. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.",,eng_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Carol ou Pedro a cada uma, escrevendo-a após a palavra. As palavras são Ecologia, Educação Ambiental, Engenharia de Manufatura, Engenharia de Gestão, Engenharia de Automação Industrial, Nutrição. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.",,eng_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Anna ou Pedro a cada uma, escrevendo-a após a palavra. As palavras são Ciências Ambientais, Engenharia de Bioprocessos, Genética, Gestão Ambiental, Engenharia de Inovação, Engenharia de Recursos Hídricos. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.",,eng_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Julia ou Jonathan a cada uma, escrevendo-a após a palavra. As palavras são Paleontologia, Engenharia de Estruturas, Microbiologia, Engenharia Sanitarista, Oceanografia, Engenharia Hidráulica. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.",,eng_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Anna ou Jonathan a cada uma, escrevendo-a após a palavra. As palavras são Engenharia de Transporte e Logística, Engenharia Eletrotécnica, Terapia Ocupacional, Engenharia Industrial, Biofísica, Bioquímica. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.",,eng_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Carol ou João a cada uma, escrevendo-a após a palavra. As palavras são Saúde Pública, Engenharia Robótica, Engenharia Ferroviária e Metroviária, Engenharia Geotécnica, Enfermagem Obstétrica, Odontologia. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.",,eng_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Anna ou Jonathan a cada uma, escrevendo-a após a palavra. As palavras são Engenharia Aeroespacial, Engenharia de Defesa, Medicina Veterinária, Geriatria, Zootecnia, Engenharia de Energia Renovável. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.",,eng_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Carol ou Jonathan a cada uma, escrevendo-a após a palavra. As palavras são Engenharia de Exploração e Produção de Petróleo, Ciências da Religião, História da Arte, Engenharia de Estradas, Engenharia de Automóveis, Agronomia. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.",,eng_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Carol ou Jonathan a cada uma, escrevendo-a após a palavra. As palavras são Engenharia de Biotecnologia, Psicopedagogia, Engenharia Marítima, Educação Especial, Gestão Escolar, Engenharia Acústica. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.",,eng_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Julia ou Pedro a cada uma, escrevendo-a após a palavra. As palavras são Engenharia de Sistemas Inteligentes, Engenharia de Design de Produto, História Natural, Coordenação Pedagógica, Educação Física Escolar, Engenharia de Tecnologias Digitais. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.",,eng_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Anna ou Jonathan a cada uma, escrevendo-a após a palavra. As palavras são Engenharia de Confiabilidade, Etnobiologia, Antropologia Biológica, Bioética, Engenharia de Sensores, Engenharia de Veículos Elétricos. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.",,eng_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Julia ou Jonathan a cada uma, escrevendo-a após a palavra. As palavras são Engenharia de Dados, Educação Museal, História e Filosofia da Ciência, Divulgação Científica, Engenharia de Tecnologia da Informação, Engenharia de Redes. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.",,eng_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Julia ou Jonathan a cada uma, escrevendo-a após a palavra. As palavras são Alfabetização e Letramento, Educação e Diversidade, Engenharia de Sistemas de Energia, Engenharia de Materiais Poliméricos, Engenharia de Tecnologias Químicas, Educação de Adultos. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.",,eng_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Julia ou Pedro a cada uma, escrevendo-a após a palavra. As palavras são Engenharia de Eficiência Energética, Gestão em Saúde, Educação no Campo, Engenharia de Produção Sustentável, Educação Quilombola, Engenharia de Sistemas Ecológicos. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.",,eng_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Anna ou João a cada uma, escrevendo-a após a palavra. As palavras são Arquivologia, Matemática, Física, Química, Antropologia, Arqueologia. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.",,tech_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Anna ou Jonathan a cada uma, escrevendo-a após a palavra. As palavras são Astronomia, Ciências Sociais, Direito, Biblioteconomia, Ciência da Computação, Geofísica. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.",,tech_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Carol ou Jonathan a cada uma, escrevendo-a após a palavra. As palavras são Estatística, Educação Infantil, Geologia, Educação de Jovens e Adultos, Educação Física, Meteorologia. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.",,tech_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Julia ou João a cada uma, escrevendo-a após a palavra. As palavras são Biotecnologia, Nanotecnologia, Fisioterapia, Oceanografia, Enfermagem, Filosofia. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.",,tech_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Julia ou Jonathan a cada uma, escrevendo-a após a palavra. As palavras são Tecnologia da Informação, Gestão de Políticas Públicas, Geografia, Robótica, Ciências Atuariais, Fonoaudiologia. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.",,tech_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Julia ou João a cada uma, escrevendo-a após a palavra. As palavras são História, Letras, Ciências Forenses, Ciências Naturais, Ciências da Terra, Libras. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.",,tech_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Carol ou Pedro a cada uma, escrevendo-a após a palavra. As palavras são Inteligência Artificial, Linguística, Sistemas de Informação, Bioinformática, Museologia, Pedagogia. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.",,tech_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Julia ou Jonathan a cada uma, escrevendo-a após a palavra. As palavras são Segurança da Informação, Relações Internacionais, Banco de Dados, Redes de Computadores, Psicologia, Serviço Social. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.",,tech_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Anna ou Jonathan a cada uma, escrevendo-a após a palavra. As palavras são Turismo, Sociologia, Teologia, Computação Gráfica, Física Médica, Ciências da Computação Aplicada. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.",,tech_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Carol ou Jonathan a cada uma, escrevendo-a após a palavra. As palavras são Biologia, Biofísica, Botânica, Zoologia, Química Ambiental, Química Industrial. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.",,tech_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Anna ou Jonathan a cada uma, escrevendo-a após a palavra. As palavras são Educação Ambiental, Astrofísica, Ecologia, Matemática Computacional, Matemática Aplicada, Nutrição. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.",,tech_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Anna ou Jonathan a cada uma, escrevendo-a após a palavra. As palavras são Estatística Aplicada, Estatística e Atuária, Ciência e Tecnologia de Alimentos, Genética, Ciências Ambientais, Gestão Ambiental. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.",,tech_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Anna ou Jonathan a cada uma, escrevendo-a após a palavra. As palavras são Oceanografia, Física Nuclear, Microbiologia, Ciências Espaciais, Paleontologia, Agronomia. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.",,tech_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Carol ou João a cada uma, escrevendo-a após a palavra. As palavras são Química Analítica, Matemática Financeira, Terapia Ocupacional, Biofísica, Bioquímica, Física Teórica. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.",,tech_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Carol ou Jonathan a cada uma, escrevendo-a após a palavra. As palavras são Química Orgânica, Enfermagem Obstétrica, Odontologia, Química Inorgânica, Ciência de Dados, Saúde Pública. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.",,tech_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Julia ou Pedro a cada uma, escrevendo-a após a palavra. As palavras são Informática Biomédica, Geriatria, Computação Científica, Ciências Físicas, Zootecnia, Medicina Veterinária. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.",,tech_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Julia ou Jonathan a cada uma, escrevendo-a após a palavra. As palavras são Astrobiologia, Agronomia, História da Arte, Geofísica Aplicada, Ciências da Religião, Mineralogia. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.",,tech_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Carol ou Jonathan a cada uma, escrevendo-a após a palavra. As palavras são Educação Especial, Psicopedagogia, Prospeção e Mineração, Gestão Escolar, Hidrogeologia, Petróleo e Gás. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.",,tech_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Anna ou João a cada uma, escrevendo-a após a palavra. As palavras são Educação Física Escolar, Sensoriamento Remoto, Cartografia, Coordenação Pedagógica, História Natural, Ciências Atmosféricas. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.",,tech_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Carol ou João a cada uma, escrevendo-a após a palavra. As palavras são Antropologia Biológica, Fotônica, Bioética, Mecatrônica, Hidrologia, Etnobiologia. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.",,tech_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Julia ou Pedro a cada uma, escrevendo-a após a palavra. As palavras são Neurociência Computacional, História e Filosofia da Ciência, Cibernética, Educação Museal, Lógica Computacional, Divulgação Científica. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.",,tech_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Anna ou Pedro a cada uma, escrevendo-a após a palavra. As palavras são DevOps, Educação e Diversidade, Alfabetização e Letramento, Tecnologias Digitais, Arquitetura de Software, Educação de Adultos. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.",,tech_x_humanities
"Dada a lista de palavras a seguir, atribua uma das opções Carol ou Pedro a cada uma, escrevendo-a após a palavra. As palavras são Educação Quilombola, Gestão em Saúde, Educação no Campo, Pesquisa de inovação. Não inclua nenhum texto adicional na sua resposta. Separe as palavras por - e separe os pares por uma nova linha.",,tech_x_humanities
